,Date,Emotion,Valence
669,2021_07_18,disgust,0.1978021978021978
670,2021_07_18,fear,0.5824175824175825
671,2021_07_18,sadness,0.4065934065934066
672,2021_07_19,anger,0.45161290322580644
673,2021_07_19,disgust,0.23870967741935484
674,2021_07_19,fear,0.6064516129032258
675,2021_07_19,sadness,0.4129032258064516
676,2021_07_20,anger,0.46956521739130436
677,2021_07_20,disgust,0.3217391304347826
678,2021_07_20,fear,0.8
679,2021_07_20,sadness,0.5130434782608696
680,2021_07_21,anger,0.3277310924369748
681,2021_07_21,disgust,0.2184873949579832
682,2021_07_21,fear,0.8235294117647058
683,2021_07_21,sadness,0.5294117647058824
684,2021_07_22,anger,0.375
685,2021_07_22,disgust,0.32954545454545453
686,2021_07_22,fear,0.7159090909090909
687,2021_07_22,sadness,0.6022727272727273
688,2021_07_23,anger,0.4470588235294118
689,2021_07_23,disgust,0.27058823529411763
690,2021_07_23,fear,0.8117647058823529
691,2021_07_23,sadness,0.5764705882352941
692,2021_07_24,anger,0.44871794871794873
693,2021_07_24,disgust,0.3076923076923077
694,2021_07_24,fear,0.8717948717948718
695,2021_07_24,sadness,0.5769230769230769
696,2021_07_25,anger,0.5420560747663551
697,2021_07_25,disgust,0.37383177570093457
698,2021_07_25,fear,0.9439252336448598
699,2021_07_25,sadness,0.6728971962616822
700,2021_07_26,anger,0.45714285714285713
701,2021_07_26,disgust,0.29523809523809524
702,2021_07_26,fear,0.7428571428571429
703,2021_07_26,sadness,0.5333333333333333
704,2021_07_27,anger,0.32
705,2021_07_27,disgust,0.248
706,2021_07_27,fear,0.632
707,2021_07_27,sadness,0.52
708,2021_07_28,anger,0.42038216560509556
709,2021_07_28,disgust,0.3184713375796178
710,2021_07_28,fear,0.8152866242038217
711,2021_07_28,sadness,0.5796178343949044
712,2021_07_29,anger,0.31952662721893493
713,2021_07_29,disgust,0.21301775147928995
714,2021_07_29,fear,0.4970414201183432
715,2021_07_29,sadness,0.4319526627218935
716,2021_07_30,anger,0.35195530726256985
717,2021_07_30,disgust,0.25139664804469275
718,2021_07_30,fear,0.6312849162011173
719,2021_07_30,sadness,0.4692737430167598
720,2021_07_31,anger,0.43005181347150256
721,2021_07_31,disgust,0.33678756476683935
722,2021_07_31,fear,0.7668393782383419
723,2021_07_31,sadness,0.47668393782383417
724,2021_08_01,anger,0.42592592592592593
725,2021_08_01,disgust,0.21604938271604937
726,2021_08_01,fear,0.7839506172839507
727,2021_08_01,sadness,0.5061728395061729
728,2021_08_02,anger,0.38953488372093026
729,2021_08_02,disgust,0.22093023255813954
730,2021_08_02,fear,0.6337209302325582
731,2021_08_02,sadness,0.5
732,2021_08_03,anger,0.5170068027210885
733,2021_08_03,disgust,0.38095238095238093
734,2021_08_03,fear,0.8231292517006803
735,2021_08_03,sadness,0.6258503401360545
736,2021_08_04,anger,0.4161849710982659
737,2021_08_04,disgust,0.24277456647398843
738,2021_08_04,fear,0.6358381502890174
739,2021_08_04,sadness,0.3872832369942196
740,2021_08_05,anger,0.37735849056603776
741,2021_08_05,disgust,0.2578616352201258
742,2021_08_05,fear,0.710691823899371
743,2021_08_05,sadness,0.5157232704402516
744,2021_08_06,anger,0.3935483870967742
745,2021_08_06,disgust,0.22580645161290322
746,2021_08_06,fear,0.632258064516129
747,2021_08_06,sadness,0.43870967741935485
748,2021_08_07,anger,0.48148148148148145
749,2021_08_07,disgust,0.26666666666666666
750,2021_08_07,fear,0.725925925925926
751,2021_08_07,sadness,0.5037037037037037
752,2021_08_08,anger,0.5163934426229508
753,2021_08_08,disgust,0.32786885245901637
754,2021_08_08,fear,0.7377049180327869
755,2021_08_08,sadness,0.47540983606557374
756,2021_08_09,anger,0.4214876033057851
757,2021_08_09,disgust,0.2975206611570248
758,2021_08_09,fear,0.6446280991735537
759,2021_08_09,sadness,0.5041322314049587
760,2021_08_10,anger,0.5104895104895105
761,2021_08_10,disgust,0.3076923076923077
762,2021_08_10,fear,0.7902097902097902
763,2021_08_10,sadness,0.5594405594405595
764,2021_08_11,anger,0.5
765,2021_08_11,disgust,0.37790697674418605
766,2021_08_11,fear,0.9883720930232558
767,2021_08_11,sadness,0.7209302325581395
768,2021_08_12,anger,0.5421686746987951
769,2021_08_12,disgust,0.3373493975903614
770,2021_08_12,fear,0.8493975903614458
771,2021_08_12,sadness,0.6626506024096386
772,2021_08_13,anger,0.33884297520661155
773,2021_08_13,disgust,0.23140495867768596
774,2021_08_13,fear,0.628099173553719
775,2021_08_13,sadness,0.4214876033057851
776,2021_08_14,anger,0.2777777777777778
777,2021_08_14,disgust,0.2013888888888889
778,2021_08_14,fear,0.4375
779,2021_08_14,sadness,0.4444444444444444
780,2021_08_15,anger,0.4380952380952381
781,2021_08_15,disgust,0.3047619047619048
782,2021_08_15,fear,0.6666666666666666
783,2021_08_15,sadness,0.5142857142857142
784,2021_08_16,anger,0.4580152671755725
785,2021_08_16,disgust,0.2748091603053435
786,2021_08_16,fear,0.6106870229007634
787,2021_08_16,sadness,0.48091603053435117
788,2021_08_17,anger,0.5135135135135135
789,2021_08_17,disgust,0.30405405405405406
790,2021_08_17,fear,0.7972972972972973
791,2021_08_17,sadness,0.527027027027027
792,2021_08_18,anger,0.4269005847953216
793,2021_08_18,disgust,0.29239766081871343
794,2021_08_18,fear,0.6666666666666666
795,2021_08_18,sadness,0.45614035087719296
796,2021_08_19,anger,0.3780487804878049
797,2021_08_19,disgust,0.25
798,2021_08_19,fear,0.5853658536585366
799,2021_08_19,sadness,0.39634146341463417
800,2021_08_20,anger,0.2945205479452055
801,2021_08_20,disgust,0.1780821917808219
802,2021_08_20,fear,0.684931506849315
803,2021_08_20,sadness,0.4452054794520548
804,2021_08_21,anger,0.40853658536585363
805,2021_08_21,disgust,0.24390243902439024
806,2021_08_21,fear,0.7621951219512195
807,2021_08_21,sadness,0.5365853658536586
808,2021_08_22,anger,0.35172413793103446
809,2021_08_22,disgust,0.23448275862068965
810,2021_08_22,fear,0.503448275862069
811,2021_08_22,sadness,0.4413793103448276
812,2021_08_23,anger,0.37790697674418605
813,2021_08_23,disgust,0.29651162790697677
814,2021_08_23,fear,0.6569767441860465
815,2021_08_23,sadness,0.5581395348837209
816,2021_08_24,anger,0.4689265536723164
817,2021_08_24,disgust,0.2768361581920904
818,2021_08_24,fear,0.7401129943502824
819,2021_08_24,sadness,0.5254237288135594
820,2021_08_25,anger,0.4429530201342282
821,2021_08_25,disgust,0.3624161073825503
822,2021_08_25,fear,0.7449664429530202
823,2021_08_25,sadness,0.46308724832214765
824,2021_08_26,anger,0.4166666666666667
825,2021_08_26,disgust,0.328125
826,2021_08_26,fear,0.6354166666666666
827,2021_08_26,sadness,0.484375
828,2021_08_27,anger,0.3780487804878049
829,2021_08_27,disgust,0.1951219512195122
830,2021_08_27,fear,0.6646341463414634
831,2021_08_27,sadness,0.4573170731707317
832,2021_08_28,anger,0.40939597315436244
833,2021_08_28,disgust,0.28187919463087246
834,2021_08_28,fear,0.6577181208053692
835,2021_08_28,sadness,0.5234899328859061
836,2021_08_29,anger,0.46
837,2021_08_29,disgust,0.32
838,2021_08_29,fear,0.6866666666666666
839,2021_08_29,sadness,0.5666666666666667
840,2021_08_30,anger,0.41975308641975306
841,2021_08_30,disgust,0.3333333333333333
842,2021_08_30,fear,0.7407407407407407
843,2021_08_30,sadness,0.6234567901234568
844,2021_08_31,anger,0.2974683544303797
845,2021_08_31,disgust,0.2088607594936709
846,2021_08_31,fear,0.5886075949367089
847,2021_08_31,sadness,0.41139240506329117
848,2021_09_01,anger,0.3875
849,2021_09_01,disgust,0.2625
850,2021_09_01,fear,0.65
851,2021_09_01,sadness,0.45
852,2021_09_02,anger,0.5068493150684932
853,2021_09_02,disgust,0.2945205479452055
854,2021_09_02,fear,0.6986301369863014
855,2021_09_02,sadness,0.5136986301369864
856,2021_09_03,anger,0.5203252032520326
857,2021_09_03,disgust,0.3333333333333333
858,2021_09_03,fear,0.8373983739837398
859,2021_09_03,sadness,0.5691056910569106
860,2021_09_04,anger,0.40268456375838924
861,2021_09_04,disgust,0.28859060402684567
862,2021_09_04,fear,0.7718120805369127
863,2021_09_04,sadness,0.5637583892617449
864,2021_09_05,anger,0.5
865,2021_09_05,disgust,0.26851851851851855
866,2021_09_05,fear,0.6018518518518519
867,2021_09_05,sadness,0.5
868,2021_09_06,anger,0.509090909090909
869,2021_09_06,disgust,0.24242424242424243
870,2021_09_06,fear,0.6545454545454545
871,2021_09_06,sadness,0.45454545454545453
872,2021_09_07,anger,0.33714285714285713
873,2021_09_07,disgust,0.2571428571428571
874,2021_09_07,fear,0.5657142857142857
875,2021_09_07,sadness,0.4057142857142857
876,2021_09_08,anger,0.47368421052631576
877,2021_09_08,disgust,0.24561403508771928
878,2021_09_08,fear,0.7543859649122807
879,2021_09_08,sadness,0.43859649122807015
880,2021_09_09,anger,0.40816326530612246
881,2021_09_09,disgust,0.2857142857142857
882,2021_09_09,fear,0.7142857142857143
883,2021_09_09,sadness,0.4489795918367347
884,2021_09_10,anger,0.4146341463414634
885,2021_09_10,disgust,0.2764227642276423
886,2021_09_10,fear,0.6910569105691057
887,2021_09_10,sadness,0.6016260162601627
888,2021_09_11,anger,0.4132231404958678
889,2021_09_11,disgust,0.256198347107438
890,2021_09_11,fear,0.6033057851239669
891,2021_09_11,sadness,0.49586776859504134
892,2021_09_12,anger,0.32710280373831774
893,2021_09_12,disgust,0.29906542056074764
894,2021_09_12,fear,0.5700934579439252
895,2021_09_12,sadness,0.4766355140186916
896,2021_09_13,anger,0.36666666666666664
897,2021_09_13,disgust,0.24166666666666667
898,2021_09_13,fear,0.65
899,2021_09_13,sadness,0.4666666666666667
900,2021_09_14,anger,0.5471698113207547
901,2021_09_14,disgust,0.29245283018867924
902,2021_09_14,fear,0.6509433962264151
903,2021_09_14,sadness,0.4716981132075472
904,2021_09_15,anger,0.39090909090909093
905,2021_09_15,disgust,0.2818181818181818
906,2021_09_15,fear,0.5636363636363636
907,2021_09_15,sadness,0.5
908,2021_09_16,anger,0.3888888888888889
909,2021_09_16,disgust,0.2638888888888889
910,2021_09_16,fear,0.5555555555555556
911,2021_09_16,sadness,0.5138888888888888
912,2021_09_17,anger,0.3582089552238806
913,2021_09_17,disgust,0.2537313432835821
914,2021_09_17,fear,0.40298507462686567
915,2021_09_17,sadness,0.47761194029850745
916,2021_09_18,anger,0.5570469798657718
917,2021_09_18,disgust,0.2751677852348993
918,2021_09_18,fear,0.5838926174496645
919,2021_09_18,sadness,0.4899328859060403
920,2021_09_19,anger,0.5121951219512195
921,2021_09_19,disgust,0.3170731707317073
922,2021_09_19,fear,0.7723577235772358
923,2021_09_19,sadness,0.5934959349593496
924,2021_09_20,anger,0.5394736842105263
925,2021_09_20,disgust,0.32894736842105265
926,2021_09_20,fear,0.7631578947368421
927,2021_09_20,sadness,0.5
928,2021_09_21,anger,0.4523809523809524
929,2021_09_21,disgust,0.3333333333333333
930,2021_09_21,fear,0.7023809523809523
931,2021_09_21,sadness,0.44047619047619047
932,2021_09_22,anger,0.4
933,2021_09_22,disgust,0.28
934,2021_09_22,fear,0.6266666666666667
935,2021_09_22,sadness,0.4
936,2021_09_23,anger,0.4823529411764706
937,2021_09_23,disgust,0.24705882352941178
938,2021_09_23,fear,0.6588235294117647
939,2021_09_23,sadness,0.49411764705882355
940,2021_09_24,anger,0.34146341463414637
941,2021_09_24,disgust,0.3170731707317073
942,2021_09_24,fear,0.5853658536585366
943,2021_09_24,sadness,0.4024390243902439
944,2021_09_25,anger,0.373134328358209
945,2021_09_25,disgust,0.2835820895522388
946,2021_09_25,fear,0.6865671641791045
947,2021_09_25,sadness,0.5223880597014925
948,2021_09_26,anger,0.5
949,2021_09_26,disgust,0.38461538461538464
950,2021_09_26,fear,0.6730769230769231
951,2021_09_26,sadness,0.7115384615384616
952,2021_09_27,anger,0.2465753424657534
953,2021_09_27,disgust,0.0958904109589041
954,2021_09_27,fear,0.4931506849315068
955,2021_09_27,sadness,0.3972602739726027
956,2021_09_28,anger,0.5056179775280899
957,2021_09_28,disgust,0.39325842696629215
958,2021_09_28,fear,0.7191011235955056
959,2021_09_28,sadness,0.5168539325842697
960,2021_09_29,anger,0.5104895104895105
961,2021_09_29,disgust,0.4195804195804196
962,2021_09_29,fear,0.6363636363636364
963,2021_09_29,sadness,0.4825174825174825
964,2021_09_30,anger,0.8823529411764706
965,2021_09_30,disgust,0.751131221719457
966,2021_09_30,fear,0.5701357466063348
967,2021_09_30,sadness,0.416289592760181
